price,bedrooms,bathrooms,sqft_living,floors,sqft_basement,yr_built
632500.0,5.0,2.5,2640,2.0,0,2003
660000.0,6.0,1.75,1840,1.0,780,1900
862000.0,4.0,2.5,3190,2.0,0,1990
524000.0,2.0,1.0,1120,1.5,0,1910
470000.0,3.0,1.5,1760,1.0,600,1958
385000.0,3.0,2.0,1590,2.0,0,2000
575000.0,4.0,2.5,2120,2.0,0,1985
220000.0,4.0,2.5,2240,1.0,870,1988
460000.0,2.0,1.0,890,1.0,130,1919
175000.0,3.0,1.5,1220,1.0,0,1973
465000.0,3.0,2.25,2670,1.0,1030,1966
552000.0,3.0,1.0,1120,1.0,300,1912
565000.0,4.0,2.75,3130,2.0,0,1981
518000.0,4.0,2.5,1740,1.0,520,1976
899950.0,4.0,3.5,3290,2.0,930,2006
373000.0,3.0,1.0,1770,1.5,630,1926
385000.0,4.0,2.5,2960,2.0,0,2006
245000.0,2.0,1.0,1200,1.0,220,1943
375000.0,4.0,2.0,2400,2.0,0,1913
699850.0,4.0,3.5,2690,2.0,0,2002
450000.0,6.0,2.25,3550,1.0,590,1948
455000.0,2.0,1.5,1310,1.5,0,1970
650000.0,4.0,2.75,2610,3.0,700,1910
378000.0,5.0,2.5,2760,1.0,1160,1960
220000.0,3.0,2.0,1410,1.0,0,1940
285500.0,4.0,1.75,1960,1.0,0,1967
340000.0,3.0,2.5,1212,3.0,0,2004
921000.0,4.0,1.5,2220,1.0,730,1954
375000.0,4.0,2.5,2040,1.5,0,1973
999000.0,4.0,2.75,2800,2.0,0,1992
335000.0,3.0,1.5,2040,1.0,700,1957
385000.0,2.0,1.0,830,1.0,0,1928
850000.0,4.0,3.5,4140,2.0,980,2003
429000.0,5.0,2.5,2340,2.0,0,2009
523950.0,3.0,2.25,1420,3.0,0,2006
798800.0,3.0,2.75,2670,1.0,950,2013
284000.0,3.0,2.5,1880,2.0,0,2009
852880.0,4.0,3.25,3450,2.0,0,2014
320000.0,3.0,2.25,1200,3.0,0,2005
749995.0,4.0,3.25,3430,2.0,0,2014
468500.0,3.0,2.5,1350,2.0,230,2007
492500.0,5.0,2.5,2570,2.0,0,2006
685000.0,4.0,3.5,2840,3.0,0,2008
542525.0,4.0,2.5,2650,2.0,0,2014
435000.0,3.0,2.0,1980,3.0,0,2007
242000.0,3.0,1.75,1280,1.5,0,1988
325000.0,4.0,2.5,2610,2.0,0,1987
837700.0,5.0,2.75,3010,2.0,0,1994
210000.0,1.0,1.0,930,1.0,0,1948
187500.0,3.0,1.5,1180,1.0,0,1977
560000.0,5.0,1.0,1710,1.5,390,1926
272000.0,3.0,2.0,1380,1.0,0,1989
235000.0,3.0,1.75,1190,1.0,0,1968
259000.0,3.0,2.0,1870,1.0,600,1986
866059.0,5.0,3.5,3130,2.0,560,2014
473000.0,2.0,1.0,900,1.0,0,1909
405000.0,3.0,1.5,1880,1.0,400,1968
870000.0,4.0,4.25,3010,2.0,1070,1951
475000.0,3.0,2.25,2280,1.0,1130,1985
499500.0,3.0,2.5,2970,2.0,0,1998
386000.0,2.0,2.5,1620,2.0,0,2008
458000.0,4.0,1.5,1550,1.5,200,1918
550000.0,3.0,1.75,2240,2.0,0,1976
605500.0,3.0,2.5,2830,2.0,0,1989
421000.0,3.0,2.5,2890,2.0,0,2000
536000.0,4.0,2.25,1990,2.0,0,1991
247200.0,3.0,1.75,1370,1.0,0,1982
250000.0,2.0,1.5,1088,2.0,0,1983
204950.0,4.0,1.75,1740,1.0,560,1978
430000.0,3.0,2.0,1730,1.0,360,1978
250000.0,4.0,2.5,1800,2.0,0,1998
260000.0,3.0,1.75,1440,1.0,350,1958
547000.0,4.0,1.0,1720,1.5,520,1926
379900.0,5.0,3.5,2800,2.0,0,1995
738500.0,3.0,2.5,2300,1.0,0,2005
545000.0,4.0,2.25,2030,1.0,440,1967
342000.0,2.0,1.0,740,1.0,0,1948
170000.0,4.0,1.0,1920,1.0,700,1966
616000.0,4.0,2.5,2490,2.0,0,1983
640000.0,3.0,2.0,1380,1.0,0,1948
332000.0,3.0,2.5,1530,1.0,260,1993
1010000.0,3.0,3.25,2420,2.0,580,2006
380000.0,4.0,2.5,2150,2.0,0,1991
415000.0,4.0,2.0,1610,1.0,0,1967
1008000.0,4.0,3.5,2650,2.0,590,2001
669000.0,4.0,2.75,2700,2.0,0,1976
260000.0,3.0,1.5,1270,1.0,120,1948
854000.0,4.0,2.75,3150,1.0,670,1986
605000.0,3.0,2.25,2010,2.0,0,1985
320000.0,3.0,1.0,860,1.5,0,1927
229950.0,3.0,2.0,1410,1.0,0,1983
255000.0,3.0,1.75,1700,1.0,0,1987
1170000.0,4.0,2.5,2570,2.0,0,2000
479000.0,2.0,2.25,1230,2.0,210,2004
1200000.0,4.0,3.5,4170,2.0,0,2004
472000.0,3.0,2.5,1180,3.0,0,2010
198000.0,3.0,1.5,1430,1.0,610,1980
440000.0,4.0,2.0,1450,1.5,0,1962
506000.0,3.0,1.75,2180,1.0,700,1961
382500.0,4.0,2.5,2210,2.0,0,1993
269500.0,2.0,1.5,1480,1.0,540,1978
560000.0,3.0,2.0,2340,1.0,1170,1971
840000.0,4.0,3.5,3860,2.0,740,1996
479500.0,3.0,2.75,2300,2.0,0,2008
402000.0,3.0,1.5,1450,1.0,440,1968
549000.0,2.0,2.5,1380,3.0,0,2006
449950.0,4.0,2.5,2470,2.0,0,1999
493000.0,4.0,1.75,2030,1.5,0,1975
142500.0,4.0,0.75,1440,1.0,0,1948
250000.0,3.0,1.75,1160,1.0,0,1998
729000.0,3.0,1.0,1580,2.0,0,1908
465000.0,2.0,2.75,1430,2.0,435,2006
465000.0,2.0,2.0,1494,2.0,0,1943
280000.0,4.0,2.25,1930,1.0,570,1988
675000.0,6.0,1.75,2740,1.0,1370,1953
667500.0,3.0,2.0,1880,1.0,850,1927
809000.0,3.0,2.5,2590,2.0,0,1988
400000.0,3.0,2.25,2140,2.0,0,1986
310000.0,4.0,2.0,1870,1.5,0,1956
435000.0,2.0,1.0,1230,1.0,0,1928
465950.0,4.0,2.5,2340,2.0,0,2001
253000.0,3.0,1.5,880,1.0,0,1945
330000.0,3.0,2.5,3040,2.0,0,2003
554000.0,4.0,1.0,1120,1.5,0,1946
350000.0,3.0,2.0,1380,3.0,0,2013
294999.0,4.0,2.5,1660,2.0,0,1994
1185001.0,3.0,2.75,2500,2.0,0,1905
752000.0,4.0,2.5,2940,2.0,0,1991
451000.0,4.0,2.5,1670,2.0,0,2005
725000.0,4.0,2.75,2630,2.0,0,1994
345000.0,4.0,2.75,2250,1.0,770,1975
206000.0,3.0,1.0,1320,1.0,0,1967
580000.0,5.0,2.0,2700,1.0,1160,1962
430000.0,3.0,1.0,980,1.0,0,1950
720000.0,4.0,2.5,2650,2.0,540,1988
824000.0,7.0,4.25,3670,2.0,870,1964
936000.0,3.0,1.75,2960,1.0,1480,1952
535000.0,4.0,2.75,3070,2.0,0,2006
286800.0,3.0,2.5,1413,2.0,0,2011
350000.0,2.0,2.5,1260,3.0,0,2005
345000.0,3.0,2.5,1680,2.0,0,2007
435000.0,3.0,2.25,1230,2.0,150,2009
1325000.0,4.0,4.0,4420,2.0,0,2013
461000.0,3.0,3.25,2770,2.0,790,2006
770000.0,3.0,2.25,2910,2.0,0,1990
1384000.0,4.0,3.25,4290,1.0,1600,1997
330000.0,3.0,2.5,1600,2.0,0,2005
322500.0,4.0,2.5,1820,2.0,0,1994
475000.0,3.0,1.75,1700,1.0,470,1977
250275.0,2.0,1.0,790,1.0,0,1942
274500.0,3.0,2.25,1720,1.0,400,1969
284950.0,3.0,1.0,990,1.0,0,1960
264950.0,4.0,1.75,1770,1.0,720,1983
242000.0,3.0,2.0,1260,1.0,0,1986
913000.0,4.0,2.5,3640,2.0,0,1999
555000.0,3.0,1.75,2040,1.0,920,1958
711000.0,4.0,1.75,1980,1.0,990,1948
403500.0,5.0,2.5,3600,1.0,1190,1968
975000.0,4.0,2.5,4270,1.0,1590,1991
253779.0,4.0,2.0,2030,1.5,600,1947
384400.0,3.0,3.25,1689,3.0,0,2008
646000.0,5.0,2.75,2870,1.0,1220,1976
415000.0,3.0,1.75,1270,1.0,0,1952
764000.0,4.0,2.5,2790,2.0,0,1997
507000.0,5.0,3.25,3850,2.0,820,2002
545500.0,3.0,2.5,1560,1.5,200,1936
450000.0,3.0,1.75,1180,1.0,420,1928
264000.0,4.0,1.75,1820,1.0,740,1980
650000.0,5.0,1.75,1260,1.5,0,1926
365000.0,3.0,2.5,2640,2.0,960,1991
343566.0,2.0,1.0,1100,1.0,0,1954
375000.0,3.0,2.5,1950,2.0,0,1997
295000.0,3.0,2.0,1380,1.0,0,1966
325000.0,3.0,2.75,2200,1.0,920,1977
265000.0,4.0,1.5,2050,1.0,1000,1963
562000.0,5.0,3.0,2795,2.0,0,1996
540000.0,4.0,2.5,2050,2.0,0,1989
279950.0,5.0,1.75,2150,1.0,690,1970
540000.0,3.0,1.75,1970,1.0,550,1963
310000.0,4.0,2.5,2660,1.0,920,1960
190000.0,1.0,1.0,720,1.0,0,1914
440000.0,4.0,2.5,2410,2.0,0,2000
1400000.0,3.0,2.0,2020,1.5,230,1937
230000.0,2.0,1.0,1080,1.0,0,1958
455000.0,3.0,1.75,1180,1.0,0,1981
175000.0,2.0,1.0,660,1.0,0,1915
650000.0,3.0,1.75,2920,1.0,1300,1981
192500.0,3.0,1.0,1080,1.5,0,1900
239950.0,3.0,1.75,1670,1.0,500,1978
175000.0,6.0,1.0,1370,1.5,250,1931
850000.0,5.0,3.5,3450,1.0,1100,1972
410000.0,4.0,2.0,1970,1.0,150,1961
570000.0,4.0,2.5,2290,2.0,0,1996
469000.0,5.0,2.5,2240,1.0,1100,1966
559000.0,2.0,1.0,1240,1.0,180,1938
739888.0,3.0,2.5,2420,2.0,730,1989
568450.0,5.0,3.5,3260,2.0,0,1969
240000.0,2.0,1.0,670,1.0,0,1942
574950.0,5.0,3.25,3160,2.0,0,1980
180000.0,3.0,2.25,1990,2.0,0,1967
1160000.0,4.0,3.5,4680,2.0,1320,2005
300000.0,3.0,2.5,1700,2.0,0,2000
630000.0,4.0,2.5,2807,2.0,0,1996
507000.0,4.0,1.75,1770,1.0,600,1968
287500.0,4.0,2.5,2570,1.0,980,1979
688000.0,3.0,3.0,3450,2.0,0,1983
424000.0,3.0,2.0,1670,1.0,500,1972
400000.0,3.0,1.75,1050,1.5,100,1928
620000.0,4.0,2.5,1910,2.0,0,1987
300000.0,3.0,1.0,910,1.0,0,1971
615000.0,5.0,2.25,2480,2.0,0,1978
206000.0,2.0,1.5,1820,2.0,0,1921
515500.0,4.0,2.5,2920,2.0,0,2003
554000.0,5.0,2.25,1870,1.0,700,1961
825000.0,4.0,3.5,3810,2.0,0,1938
855000.0,4.0,2.25,2190,2.0,390,1918
315000.0,3.0,2.5,1730,2.0,0,1993
299000.0,5.0,2.5,2220,1.0,1110,1968
650000.0,3.0,1.5,1320,1.0,0,1951
465000.0,3.0,1.75,1510,1.0,650,1925
535000.0,3.0,2.0,2120,2.0,0,2003
564000.0,2.0,2.0,1690,1.0,0,2004
515000.0,3.0,3.5,1360,2.0,320,2007
580000.0,4.0,2.5,3250,2.0,0,2008
309000.0,3.0,2.25,1490,2.0,270,2010
536751.0,3.0,1.75,1930,1.0,0,2013
415000.0,4.0,2.5,2020,2.0,0,2010
267000.0,3.0,2.25,1584,2.0,0,2012
820000.0,4.0,2.5,3170,2.0,0,2008
1399950.0,4.0,2.75,3870,2.0,0,2005
485000.0,2.0,2.5,1430,3.0,20,2008
482000.0,3.0,3.25,1380,3.0,0,2008
535000.0,4.0,2.5,2610,2.0,0,2008
690000.0,3.0,3.25,1540,3.0,0,2013
576000.0,3.0,2.5,1940,1.0,970,1948
378750.0,3.0,2.5,2160,1.5,900,1909
269900.0,4.0,1.75,1530,1.5,0,1968
210000.0,3.0,2.0,1440,1.0,0,1983
429900.0,4.0,2.5,2640,2.0,0,1987
360000.0,4.0,2.5,2850,2.0,0,2004
405000.0,2.0,1.0,1260,1.0,0,1947
450000.0,3.0,1.75,1610,1.0,0,1955
703000.0,3.0,2.0,1360,1.5,0,1945
661000.0,4.0,2.5,2496,2.0,0,1998
580000.0,4.0,2.25,2160,1.0,0,1969
464000.0,3.0,1.0,1320,2.0,0,1900
945000.0,2.0,2.5,2540,2.0,0,2004
659500.0,4.0,3.0,2620,1.0,750,1956
200000.0,3.0,1.5,1140,1.0,0,1960
280000.0,3.0,2.0,1790,1.0,0,1990
1325000.0,4.0,2.5,2440,2.5,0,1902
346150.0,3.0,2.0,2140,1.0,660,1966
197500.0,3.0,1.0,1330,2.0,0,1905
799000.0,4.0,2.5,2590,2.0,0,2001
1309500.0,4.0,4.5,4750,2.0,1150,2005
350000.0,2.0,1.0,1620,1.0,770,1921
720000.0,4.0,2.5,2440,2.0,0,1987
519000.0,3.0,2.75,2020,1.0,750,1954
590300.0,3.0,1.5,1470,2.0,0,1907
410000.0,6.0,2.75,2520,1.0,1200,1962
437000.0,2.0,1.75,1440,1.0,0,2005
221000.0,3.0,2.25,1640,1.0,500,1984
380000.0,4.0,2.25,2150,1.0,1060,1963
506000.0,2.0,1.0,1570,1.0,420,1952
395000.0,4.0,1.0,1980,1.0,550,1968
285000.0,3.0,1.0,1210,1.5,0,1901
311000.0,3.0,1.75,1900,1.5,830,1903
520000.0,3.0,1.75,1940,1.0,0,1991
435000.0,3.0,1.75,1310,1.0,0,1948
120000.0,2.0,1.0,990,1.0,0,1945
1440000.0,3.0,3.5,3870,2.0,1110,2002
186000.0,3.0,2.0,1340,1.0,420,1912
756000.0,4.0,2.25,2160,1.0,1080,1947
248000.0,4.0,2.0,2080,1.0,1040,1950
287000.0,3.0,2.0,1300,1.5,0,1933
510000.0,4.0,2.5,2610,2.0,0,1998
249000.0,3.0,1.0,1050,1.0,0,1959
340000.0,3.0,2.5,2480,2.0,0,2004
399888.0,4.0,2.25,1820,1.5,500,1930
440000.0,3.0,1.75,1170,1.0,0,1968
899000.0,4.0,2.25,2370,1.0,930,1959
540500.0,5.0,3.75,3090,2.0,0,2014
385000.0,3.0,1.75,2310,1.0,680,1978
558000.0,4.0,2.25,2060,1.0,740,1962
600000.0,3.0,2.0,2540,1.0,0,2007
450000.0,4.0,2.5,2400,2.0,0,2003
232500.0,3.0,1.0,1320,1.0,440,1961
436000.0,2.0,1.0,790,1.0,0,1949
240000.0,4.0,2.0,1790,1.0,120,1960
489950.0,3.0,2.25,1820,2.0,0,1983
680000.0,6.0,2.0,1670,1.0,770,1911
1068000.0,5.0,3.5,3990,2.0,0,2001
352450.0,3.0,2.0,1430,1.0,0,1945
335000.0,4.0,2.0,2030,1.0,0,1969
549000.0,4.0,1.75,1290,2.0,0,1906
1240000.0,4.0,3.5,3820,2.0,540,1990
618250.0,4.0,3.25,2520,1.5,970,1931
850000.0,2.0,1.75,1590,1.5,270,1927
930000.0,5.0,2.0,3530,1.5,0,1925
505000.0,3.0,2.5,1610,2.0,0,1996
925000.0,4.0,2.5,3280,2.0,0,1994
275000.0,3.0,1.75,1860,1.0,0,1971
499000.0,3.0,1.75,1840,1.0,920,1910
507000.0,3.0,2.5,2120,2.0,0,2003
619850.0,4.0,2.5,2270,1.0,770,1972
500000.0,3.0,2.5,2840,1.0,970,1994
310000.0,4.0,1.5,1220,1.0,0,1980
646000.0,4.0,2.5,2310,2.0,0,2008
265000.0,3.0,1.75,1840,1.0,0,1966
475000.0,3.0,2.5,950,2.0,0,2003
600000.0,4.0,2.25,3070,2.0,0,1970
470000.0,3.0,2.0,1730,1.0,0,1997
319950.0,2.0,1.0,920,1.0,0,1939
712000.0,3.0,2.75,3200,2.0,0,2004
775000.0,4.0,2.75,3010,2.0,0,1996
390000.0,3.0,2.25,1600,1.0,510,1979
585000.0,4.0,2.5,2840,2.0,0,2001
1027000.0,3.0,2.5,2430,2.0,0,1989
232603.0,3.0,1.75,1750,2.0,0,1976
543000.0,3.0,2.25,1240,3.0,0,2008
607500.0,3.0,3.25,1530,3.0,0,2006
750000.0,3.0,3.5,3390,2.0,350,2012
728050.0,3.0,2.5,2320,1.0,0,2008
734990.0,4.0,2.5,2650,2.0,0,2012
330000.0,3.0,2.5,2238,2.0,0,2011
605000.0,4.0,2.5,2620,2.0,0,1996
441000.0,3.0,2.75,1910,1.0,750,1979
650000.0,4.0,2.5,3040,2.0,0,2003
395000.0,3.0,1.0,1500,1.0,600,1925
245000.0,1.0,0.75,380,1.0,0,1963
905000.0,4.0,3.5,2970,2.0,630,1997
660000.0,4.0,3.25,3030,2.0,0,1988
378000.0,4.0,2.5,1890,1.0,660,1978
600000.0,2.0,1.0,1040,1.0,0,1919
632500.0,4.0,2.5,2090,2.0,0,1986
210000.0,2.0,2.0,1680,2.0,0,1910
754800.0,2.0,2.5,2770,2.0,0,2006
175000.0,2.0,1.0,1020,1.0,0,1948
455000.0,3.0,2.25,1470,2.0,0,1985
450000.0,3.0,2.0,1430,1.0,450,1947
790000.0,4.0,1.75,2050,1.0,600,1974
480000.0,4.0,1.0,2080,1.0,1040,1941
850000.0,3.0,2.25,2870,2.0,620,1995
725000.0,4.0,3.25,3940,2.0,500,2000
380000.0,3.0,1.5,1520,1.0,500,1949
979000.0,3.0,1.5,1700,1.0,0,1954
359950.0,3.0,2.25,1940,1.0,840,1981
665900.0,4.0,2.25,2870,2.0,650,1926
812000.0,3.0,3.25,3240,2.0,0,2001
203000.0,3.0,1.0,1150,1.0,0,1953
456000.0,3.0,1.5,1440,1.0,0,1975
547000.0,5.0,2.5,2200,1.5,780,1916
280000.0,3.0,2.0,1470,1.0,0,1987
640000.0,2.0,1.75,1760,1.0,880,1930
477000.0,3.0,1.75,1780,1.0,570,1976
455000.0,4.0,2.25,2450,1.0,800,1954
587206.0,3.0,3.5,1890,2.0,250,1999
425000.0,3.0,2.5,2540,2.0,0,1999
511500.0,4.0,1.0,1360,1.5,0,1917
218000.0,2.0,2.0,1310,2.0,0,2004
332000.0,3.0,2.0,1510,1.0,0,1942
291000.0,3.0,1.5,1860,1.0,720,1967
279000.0,4.0,2.0,2200,1.0,1100,1979
950000.0,4.0,2.5,3360,2.0,0,1988
970500.0,3.0,2.75,2470,2.0,0,1960
412000.0,2.0,1.0,1260,1.0,570,1925
400000.0,3.0,1.0,1430,1.5,0,1950
200000.0,3.0,2.25,1230,1.5,0,1913
397000.0,4.0,2.5,2320,2.0,0,1997
715000.0,4.0,2.5,3290,2.0,0,2003
371000.0,4.0,2.5,2550,2.0,0,2005
458000.0,3.0,2.5,1870,2.0,0,2003
436500.0,5.0,3.0,3110,1.0,1320,1977
329950.0,3.0,2.5,1820,2.0,0,1983
950000.0,3.0,3.25,3050,1.0,1400,1962
282000.0,4.0,2.0,1890,2.0,0,1997
250000.0,1.0,1.0,800,1.0,120,1931
1135000.0,6.0,4.25,6900,2.0,2080,2002
400000.0,4.0,1.75,2670,2.0,0,1972
681500.0,5.0,2.75,3260,1.0,1630,1964
200000.0,2.0,1.0,860,1.0,0,1949
1300000.0,5.0,4.0,3366,2.5,400,1937
1462497.0,5.0,3.25,3840,3.0,1090,2008
995000.0,4.0,4.5,3850,2.0,850,1998
