price,bedrooms,bathrooms,sqft_living,floors,sqft_basement,yr_built
823000.0,6.0,1.75,2920,2.5,140,1908
770000.0,3.0,2.0,2350,1.5,540,1939
524000.0,3.0,1.75,1560,1.0,780,1944
541125.0,5.0,2.75,2740,1.0,1370,1960
670000.0,3.0,2.5,1680,3.0,0,1909
384900.0,5.0,2.5,3090,1.0,1340,1968
406100.0,3.0,2.25,1410,3.0,0,2005
1395000.0,5.0,3.5,4010,2.0,1160,1971
736500.0,4.0,2.5,3180,2.0,0,2000
570000.0,3.0,2.25,2010,1.0,680,1975
787000.0,3.0,1.75,1330,1.0,0,1961
328000.0,4.0,2.5,2370,2.0,0,1998
435000.0,5.0,2.0,1840,1.0,300,1942
499000.0,4.0,2.5,2910,2.0,0,2006
501000.0,4.0,1.0,2070,1.0,910,1963
1090000.0,4.0,2.5,4340,2.5,0,1992
400000.0,2.0,1.0,840,1.0,0,1955
220000.0,4.0,1.5,1240,1.0,0,1971
657100.0,4.0,1.0,1390,1.0,340,1924
309950.0,4.0,2.75,2310,2.0,0,2006
300000.0,3.0,2.0,1050,1.0,0,1986
525888.0,5.0,1.75,2550,1.0,740,1960
740000.0,4.0,1.75,2010,1.5,0,1902
340000.0,5.0,1.0,1120,1.5,0,1962
398750.0,3.0,2.5,2230,2.0,0,1954
206000.0,2.0,1.0,810,1.0,0,1944
1030000.0,5.0,2.75,3190,1.0,1500,1976
600000.0,3.0,1.75,1670,1.0,0,1976
379950.0,4.0,1.75,1970,1.0,830,1960
287000.0,3.0,1.0,1450,1.0,0,1953
2280000.0,7.0,8.0,13540,3.0,4130,1999
309950.0,3.0,2.5,1880,2.0,0,1994
600000.0,3.0,1.75,1880,1.0,840,1945
418000.0,3.0,2.0,1410,1.5,0,1930
449250.0,4.0,2.0,1480,1.5,0,1928
329950.0,2.0,1.0,1140,1.5,0,1949
245000.0,3.0,1.75,1920,1.0,920,1984
549000.0,4.0,2.5,2910,2.0,0,2008
800000.0,3.0,2.5,3240,2.0,0,1994
249950.0,3.0,2.0,1550,1.0,0,1958
210000.0,5.0,2.0,2050,1.0,620,1956
1425000.0,2.0,2.5,2220,2.0,0,2000
585000.0,2.0,1.0,1770,1.5,250,1949
615000.0,4.0,1.75,2300,1.0,340,1977
618500.0,3.0,2.0,1800,1.0,720,1942
487585.0,4.0,1.75,2010,1.0,540,1977
509900.0,3.0,2.5,1790,2.0,0,2010
631625.0,4.0,2.5,2440,2.0,0,2014
555000.0,3.0,2.5,1940,2.0,0,2009
340000.0,2.0,1.5,1160,2.0,0,2001
830000.0,4.0,2.5,3400,2.0,0,2007
890000.0,4.0,4.25,4420,2.0,1010,2006
366750.0,3.0,3.0,1571,3.0,0,2008
415000.0,3.0,2.25,1620,2.5,80,2010
416286.0,3.0,2.5,1408,3.0,0,2005
478000.0,3.0,2.5,3040,2.0,0,2007
890000.0,5.0,3.5,4490,2.0,1290,2006
419190.0,2.0,2.5,1590,2.0,0,2014
712198.0,4.0,2.5,2450,2.0,0,2013
397000.0,4.0,2.0,1440,1.0,240,1971
450000.0,2.0,2.0,1100,1.5,0,1912
353000.0,3.0,1.0,1350,1.0,490,1947
609000.0,4.0,2.5,2150,2.0,0,1985
234000.0,3.0,1.75,1490,1.0,480,1975
561000.0,3.0,2.0,2000,2.0,0,1916
469000.0,2.0,1.0,1030,1.0,0,1924
329350.0,2.0,1.0,720,1.0,0,1942
488000.0,5.0,2.0,2020,1.5,0,1938
279900.0,3.0,1.75,1580,1.0,480,1962
606000.0,4.0,2.5,2110,2.0,0,1987
312000.0,4.0,2.0,1300,1.0,0,1950
650000.0,3.0,1.5,1630,1.0,470,1940
1135000.0,4.0,2.75,3370,1.0,1400,1970
325000.0,4.0,2.5,1890,1.0,910,1980
425000.0,4.0,2.0,1520,1.0,0,1967
219000.0,2.0,1.0,900,1.0,0,1952
250000.0,3.0,1.0,1050,1.0,0,1954
390000.0,3.0,1.75,1260,1.0,0,1966
475000.0,6.0,3.0,3470,1.5,0,1924
736000.0,4.0,2.5,2290,2.0,0,1988
407000.0,4.0,2.25,2810,1.0,1100,1958
272000.0,3.0,2.5,1650,2.0,0,1998
362000.0,3.0,2.25,1640,1.0,500,1963
535000.0,3.0,2.5,1850,2.0,0,1991
284000.0,4.0,2.5,2000,2.0,0,2003
367500.0,3.0,1.5,1410,1.0,0,1961
379900.0,4.0,1.75,1500,1.0,500,1955
520000.0,3.0,2.5,2460,2.0,0,1980
175000.0,3.0,1.0,1010,1.0,0,1954
460000.0,2.0,2.25,1230,2.0,210,2004
345000.0,4.0,2.5,2331,2.0,0,2007
455000.0,5.0,2.5,2240,1.0,900,1978
610000.0,4.0,3.0,2450,1.0,870,1967
563000.0,4.0,3.0,3100,2.0,700,1996
612500.0,4.0,2.0,2060,1.0,1030,1949
218000.0,3.0,1.75,1850,1.0,530,1979
404000.0,4.0,1.75,1840,1.0,880,1958
860000.0,4.0,2.0,3740,2.0,0,2000
136500.0,3.0,1.5,1420,1.0,0,1962
313950.0,3.0,1.0,1510,1.0,650,1940
575000.0,3.0,1.75,2130,1.0,960,1954
1225000.0,4.0,2.25,3490,2.0,1210,1928
280000.0,3.0,1.75,1630,1.0,0,1971
515000.0,3.0,2.5,1790,2.0,0,1989
513000.0,4.0,2.5,2000,2.0,0,1996
599000.0,4.0,2.25,2260,2.0,860,1977
685000.0,4.0,2.5,3030,2.0,0,1999
365000.0,3.0,1.5,1310,1.0,0,1950
762300.0,4.0,2.5,3880,2.0,0,1987
1580000.0,4.0,3.25,3760,1.5,1360,1950
562000.0,5.0,2.25,3040,2.0,0,1984
530000.0,5.0,2.5,2910,1.0,1220,1964
525000.0,3.0,2.5,2970,1.0,1200,1995
484000.0,2.0,1.75,1660,1.0,500,1942
725126.0,4.0,2.5,3200,2.0,0,1998
360000.0,4.0,2.0,2680,1.0,0,1965
387000.0,3.0,1.0,1230,1.0,0,1962
483500.0,4.0,2.5,2740,2.0,0,1995
655500.0,4.0,3.5,3380,2.0,0,2000
345000.0,3.0,1.0,1110,1.0,0,1956
533000.0,5.0,2.75,1800,1.5,400,1926
385000.0,3.0,1.75,1900,1.0,620,1982
675000.0,2.0,1.0,930,1.0,0,1951
197000.0,3.0,1.75,1690,1.0,630,1976
485000.0,3.0,2.0,1420,1.5,0,1905
1870000.0,5.0,4.0,4510,2.0,0,1969
295000.0,3.0,2.25,1980,1.0,420,1974
499000.0,2.0,1.75,1170,1.0,430,1903
1050000.0,3.0,2.5,2200,2.0,590,2008
191000.0,3.0,1.5,800,1.0,0,1959
500000.0,3.0,2.5,1480,3.0,0,2006
390000.0,5.0,3.75,2890,1.0,1580,2006
979000.0,3.0,2.5,2690,3.0,0,2014
580000.0,4.0,3.25,3569,2.0,0,2013
369950.0,3.0,2.0,1270,3.0,0,2006
1800000.0,5.0,5.0,4490,2.0,560,2013
776000.0,4.0,2.5,3040,2.0,0,2008
519950.0,3.0,2.25,1170,3.0,0,2014
255000.0,5.0,2.25,2060,1.0,1030,1962
495000.0,3.0,1.0,990,1.0,0,1943
510000.0,4.0,2.5,2430,2.0,0,2003
1150000.0,4.0,4.0,4460,2.0,0,2001
253000.0,3.0,1.75,1250,1.0,0,1994
503000.0,3.0,2.75,1540,1.0,330,1980
275000.0,3.0,2.5,1600,2.0,0,1993
249000.0,3.0,1.0,1110,1.0,0,1952
310000.0,3.0,1.75,1840,1.0,620,1974
750000.0,3.0,2.75,2520,1.0,1160,1946
630000.0,3.0,2.5,2680,2.0,0,1995
599999.0,9.0,4.5,3830,2.5,1380,1938
758000.0,4.0,2.75,2410,1.0,630,1956
248500.0,4.0,1.75,1720,1.0,0,1960
310000.0,3.0,1.75,2070,1.0,650,1973
460000.0,3.0,2.0,1760,2.0,0,1985
675000.0,3.0,1.75,1680,1.0,0,1959
526000.0,2.0,2.0,1550,1.5,0,1900
560000.0,3.0,3.0,4120,2.0,940,1994
415000.0,4.0,3.0,1830,2.0,0,1991
246000.0,3.0,1.0,1400,1.0,0,1944
314500.0,3.0,1.75,1870,1.0,0,1957
3200000.0,7.0,4.5,6210,2.5,1450,1910
420000.0,2.0,1.5,1040,1.5,0,1904
535000.0,3.0,1.75,2720,1.5,0,1988
350000.0,3.0,1.0,1010,1.0,0,1981
515000.0,3.0,1.75,1580,1.0,370,1967
749950.0,4.0,2.75,2600,2.0,640,1949
230000.0,3.0,2.5,1920,2.0,0,1988
568000.0,3.0,2.0,2350,1.5,570,1929
250000.0,1.0,1.0,1100,1.0,280,1947
581000.0,4.0,2.0,2510,1.0,1230,1961
651000.0,3.0,2.5,3240,2.0,0,1991
600000.0,3.0,2.5,2460,1.0,600,1977
500000.0,2.0,1.0,1010,1.5,0,1906
475000.0,2.0,1.0,820,1.0,0,1921
352000.0,5.0,2.5,2420,1.0,800,1978
420000.0,3.0,2.25,1770,2.0,0,1977
428000.0,2.0,2.0,1350,1.0,0,2003
599000.0,3.0,1.75,1960,1.0,870,1920
492000.0,4.0,2.5,3305,1.5,1060,1922
630000.0,2.0,2.25,2550,1.0,830,2011
900000.0,5.0,3.75,4130,2.0,960,1985
1110000.0,4.0,1.5,2310,1.0,420,1950
575000.0,4.0,2.0,1650,1.0,0,1955
705000.0,4.0,2.5,2650,1.5,1130,1905
940000.0,4.0,2.25,1890,1.0,420,1963
313000.0,3.0,1.75,2190,1.0,0,1967
618080.0,3.0,2.5,2030,2.0,0,1988
640000.0,3.0,3.0,2270,2.0,140,2002
485000.0,3.0,2.0,1610,1.0,600,1917
300000.0,2.0,1.0,760,1.0,0,1913
379500.0,2.0,1.0,1640,1.0,800,1978
339950.0,3.0,2.25,1630,2.0,0,1985
1500000.0,6.0,2.5,3560,2.5,0,1914
1340000.0,3.0,3.0,2960,2.0,520,1937
500000.0,3.0,2.5,1940,1.0,0,1987
239900.0,3.0,2.0,1410,1.0,0,1985
314950.0,3.0,1.0,1040,1.0,0,1968
361280.0,2.0,1.0,820,1.0,0,1944
100000.0,2.0,1.0,910,1.0,0,1956
540000.0,7.0,5.75,3700,2.0,0,1948
480500.0,4.0,2.5,2180,1.0,0,1968
280000.0,3.0,2.5,1600,2.0,0,2000
440000.0,3.0,1.75,1500,1.0,440,1947
530000.0,3.0,1.0,1340,1.0,260,1910
560000.0,3.0,2.0,1860,1.0,0,1985
775000.0,3.0,2.0,2540,1.5,940,1905
160000.0,2.0,1.0,1040,1.0,0,1912
209950.0,3.0,1.5,1380,1.0,0,1960
226500.0,3.0,1.75,1640,1.0,510,1988
380000.0,5.0,1.75,3000,1.0,1500,1958
409500.0,4.0,2.75,2140,1.0,820,1968
690000.0,3.0,2.0,1760,1.0,780,1942
405000.0,3.0,2.25,1660,1.0,0,1961
375000.0,3.0,2.5,1830,2.0,0,1990
794154.0,4.0,2.0,2210,1.0,1000,1954
185000.0,4.0,1.0,1490,1.0,0,1969
245000.0,3.0,1.5,1260,2.0,220,2005
1532500.0,5.0,4.5,4270,2.0,870,2007
1040000.0,4.0,3.5,3900,2.0,0,2006
425000.0,2.0,2.5,1150,3.0,0,2008
495000.0,4.0,2.75,2656,2.0,0,2014
365000.0,5.0,2.75,2410,1.0,1000,2008
417250.0,3.0,2.25,1606,3.0,0,2009
339950.0,2.0,1.0,820,3.0,0,2006
615000.0,2.0,1.0,1540,1.0,720,1946
403000.0,3.0,2.75,2090,2.0,0,2012
980000.0,5.0,2.5,3160,1.0,1380,1971
258000.0,4.0,1.75,1730,1.0,500,1977
533000.0,3.0,1.0,1670,1.0,500,1967
537500.0,4.0,2.5,2550,2.0,0,2005
830000.0,5.0,3.0,3040,1.0,1070,1968
712000.0,3.0,1.0,1250,1.5,100,1900
262000.0,4.0,2.5,2020,2.0,0,2002
753888.0,4.0,2.5,2660,2.0,0,2003
134000.0,2.0,1.5,980,2.0,0,1922
402000.0,3.0,2.5,1960,1.0,670,1977
205000.0,2.0,1.0,720,1.0,0,1955
553650.0,2.0,2.5,1360,2.0,310,1997
559950.0,2.0,2.0,1870,1.0,0,2006
260000.0,4.0,1.5,2130,1.0,1030,1962
270000.0,4.0,2.5,1810,2.0,0,1994
295000.0,2.0,1.75,2200,1.0,1100,1973
719000.0,3.0,2.5,1690,1.5,0,1928
266000.0,3.0,2.5,1940,1.0,480,1989
325900.0,4.0,2.5,2320,2.0,0,2004
647500.0,4.0,1.75,2060,1.0,900,1947
1039000.0,4.0,1.0,3410,2.0,1220,1910
569000.0,4.0,2.25,2250,2.0,0,1980
246000.0,3.0,1.75,1390,1.0,0,1975
515000.0,2.0,1.0,1060,1.0,0,1926
207000.0,3.0,1.0,1490,1.0,0,1954
780000.0,4.0,1.75,2480,1.0,1090,1950
489990.0,5.0,2.25,2440,1.5,0,1975
335000.0,3.0,1.5,2240,1.5,760,1980
295000.0,3.0,2.5,1920,2.0,0,1993
385000.0,3.0,1.75,1890,1.0,660,1944
350000.0,4.0,1.75,2250,1.0,100,1940
235000.0,2.0,1.0,1270,1.0,620,1923
358000.0,2.0,1.5,960,2.0,0,1993
716500.0,4.0,2.5,3290,2.0,0,2002
228000.0,4.0,1.75,2000,1.0,900,1965
405000.0,2.0,1.0,1020,1.0,0,1948
538000.0,4.0,1.75,1840,1.0,620,1967
530000.0,3.0,1.75,1980,1.0,0,1973
1750000.0,6.0,3.0,3510,2.5,0,1906
636000.0,2.0,1.75,1230,1.5,0,1925
535000.0,4.0,2.5,2280,2.0,0,2004
1500000.0,3.0,1.75,2430,1.0,1090,1952
868500.0,3.0,2.5,2920,3.0,0,2008
530000.0,4.0,2.75,2280,1.5,740,1930
450000.0,3.0,2.0,1510,1.0,0,1954
230000.0,3.0,1.75,950,1.0,160,1939
229000.0,3.0,2.5,1190,2.0,0,2002
437000.0,3.0,1.75,1310,1.0,0,1976
1307000.0,5.0,3.25,2800,1.5,890,1932
595000.0,3.0,2.5,1750,2.0,0,1991
660000.0,3.0,1.75,1320,1.5,0,1918
347500.0,4.0,2.5,2460,2.0,0,1989
297950.0,3.0,2.0,1240,1.0,0,1967
245000.0,3.0,1.5,1260,1.0,0,1955
543200.0,6.0,2.25,2820,1.5,850,1940
1250000.0,4.0,3.25,3820,2.0,510,1990
413450.0,3.0,2.5,1540,3.0,70,2008
330000.0,2.0,2.0,1550,1.5,0,1972
424500.0,3.0,1.75,1460,1.0,0,1979
230000.0,3.0,1.0,1390,1.0,0,1960
930000.0,3.0,3.25,2640,2.0,800,1912
349000.0,3.0,1.75,1590,1.0,0,1988
835000.0,4.0,2.0,1910,1.5,0,1941
988500.0,3.0,2.75,2015,2.0,0,2007
500000.0,3.0,1.75,1410,3.0,0,2012
499000.0,2.0,1.5,1110,2.0,180,2005
321950.0,2.0,1.25,860,2.0,0,2007
494000.0,3.0,2.5,2310,2.0,0,2011
441750.0,2.0,1.5,1020,3.0,0,2008
438000.0,2.0,1.0,980,2.0,0,2010
985000.0,4.0,2.25,4230,2.0,0,1989
352000.0,3.0,2.25,1640,1.0,0,1972
839900.0,4.0,3.5,3810,1.0,1250,2013
765000.0,4.0,2.75,2790,2.0,0,1996
460000.0,4.0,1.75,1750,1.5,700,1926
224500.0,4.0,1.0,1430,1.5,0,1983
254000.0,3.0,2.5,1850,2.0,0,2003
255000.0,2.0,1.0,960,1.0,0,1984
610000.0,3.0,3.0,2480,1.0,860,1976
920000.0,4.0,3.0,3750,2.0,0,1976
402500.0,4.0,2.5,2600,2.0,0,1988
280950.0,3.0,1.75,1390,1.0,550,1912
604000.0,4.0,2.5,2260,2.0,0,1989
565000.0,4.0,2.25,2470,2.0,0,1984
255000.0,2.0,1.0,810,1.0,0,1928
445000.0,4.0,2.0,1650,1.0,650,1959
2400000.0,3.0,2.25,3000,1.5,0,2001
195000.0,2.0,1.0,720,1.0,0,1950
275000.0,3.0,1.5,1390,1.0,0,1922
387000.0,3.0,2.25,1445,2.0,145,2003
490000.0,2.0,1.0,1840,1.5,710,1910
505000.0,3.0,2.5,2100,2.0,0,1999
303500.0,3.0,1.5,1060,1.0,0,1973
270000.0,3.0,1.5,1500,1.0,0,1953
323000.0,4.0,2.75,1970,1.0,800,1977
382000.0,3.0,3.25,1410,3.0,0,2005
1370000.0,4.0,2.75,3720,1.0,1760,1962
280000.0,4.0,2.0,2190,1.0,1010,1977
260000.0,3.0,2.0,1920,1.0,410,1969
201500.0,3.0,1.0,1160,1.0,0,1959
1157200.0,4.0,4.25,5860,2.0,950,1996
536500.0,4.0,1.75,2000,1.5,550,1926
248000.0,4.0,3.0,2163,2.0,0,2006
532000.0,5.0,3.0,3480,1.0,1140,1976
580000.0,4.0,2.5,2840,2.0,0,1998
463000.0,2.0,1.0,1150,1.0,0,1905
742500.0,4.0,2.75,3100,2.0,1100,1919
260000.0,3.0,2.5,1420,1.0,400,1963
590000.0,4.0,2.25,2430,1.0,0,1993
312000.0,4.0,2.25,1930,1.0,500,1984
566000.0,3.0,2.25,1660,1.0,290,1980
511555.0,3.0,2.0,1400,1.0,0,1963
583000.0,4.0,2.5,2660,2.0,0,2001
290000.0,4.0,2.5,2000,1.0,800,1968
311100.0,4.0,2.25,2130,1.0,750,1977
325000.0,3.0,2.25,1352,3.0,0,2007
491300.0,3.0,1.75,1750,1.0,450,1987
315000.0,5.0,1.75,2320,1.0,1160,1956
360000.0,2.0,1.0,1420,1.0,240,1956
330000.0,4.0,2.5,1940,2.0,0,2003
481450.0,3.0,2.0,1410,1.0,0,1940
234950.0,3.0,1.0,1360,1.0,0,1977
251000.0,3.0,1.75,1220,1.0,0,1962
782000.0,4.0,2.5,2830,2.0,850,1979
833000.0,4.0,2.75,3780,2.0,0,1999
542500.0,4.0,2.5,2330,2.0,0,1978
851000.0,3.0,2.5,3560,2.0,0,1987
325000.0,4.0,1.5,1470,1.0,0,1976
415000.0,4.0,2.25,3060,2.0,0,1992
252500.0,3.0,1.0,1030,1.0,150,1947
465000.0,4.0,2.5,1930,1.0,0,1968
336900.0,3.0,1.75,1780,1.0,0,1979
225000.0,3.0,2.5,2000,2.0,0,1992
270000.0,3.0,2.0,1690,1.0,0,1969
1702500.0,5.0,4.5,5190,2.0,1800,1987
536000.0,3.0,1.75,1300,1.5,0,1925
585000.0,4.0,3.25,2400,2.0,0,1982
445000.0,2.0,2.0,1150,1.0,290,1940
320000.0,4.0,2.25,2310,2.0,0,1980
769900.0,4.0,3.5,2730,2.0,330,2006
557000.0,4.0,2.5,2840,2.0,0,2012
212000.0,2.0,1.5,1020,2.0,0,2004
376000.0,3.0,2.0,1340,3.0,0,2008
800000.0,4.0,3.25,3540,2.0,0,2007
2238888.0,5.0,6.5,7270,2.0,850,2010
324000.0,3.0,2.25,998,2.0,200,2007
549900.0,5.0,2.75,3060,1.0,1460,1979
320000.0,3.0,2.5,2130,2.0,0,2003
875000.0,4.0,2.0,2520,1.0,1120,1921
265000.0,4.0,1.0,1940,1.0,860,1962
394950.0,3.0,2.5,1350,3.0,80,2006
842500.0,4.0,2.5,2160,2.5,0,1902
368000.0,3.0,2.5,1370,2.0,360,2007
1225000.0,4.0,4.5,5420,1.0,1530,2001
885000.0,4.0,2.5,2830,2.0,0,1995
453246.0,3.0,2.5,2010,2.0,620,2014
927000.0,4.0,2.75,3300,2.0,0,1953
490000.0,2.0,2.5,1230,2.0,360,2004
341000.0,3.0,1.5,1720,1.5,0,1952
235000.0,1.0,1.0,810,1.0,0,1941
1200000.0,3.0,1.75,1560,1.5,0,1928
560000.0,3.0,2.0,2560,1.0,0,1986
900000.0,4.0,3.25,4700,2.0,1280,1978
255000.0,2.0,1.0,1220,1.0,450,1910
1575000.0,5.0,2.75,3650,1.0,1290,1975
876650.0,3.0,3.25,2170,1.5,520,1928
540000.0,4.0,2.25,2540,1.0,1090,1990
350000.0,2.0,1.0,910,1.5,0,1906
750000.0,4.0,2.5,2980,2.0,90,2000
582000.0,4.0,1.75,2120,1.0,930,1951
1315000.0,4.0,3.5,3460,2.0,900,2004
372500.0,5.0,3.0,2480,1.0,1180,2004
410000.0,3.0,2.25,2200,2.0,0,1987
360000.0,4.0,2.0,1730,1.0,720,1943
1015000.0,3.0,2.5,2920,1.0,1120,1954
225000.0,3.0,1.0,990,1.0,0,1966
647000.0,4.0,2.5,3040,2.0,0,1999
950000.0,5.0,3.0,4530,1.5,1330,2003
185000.0,3.0,1.5,1370,1.0,0,1961
335000.0,3.0,2.5,1940,2.0,0,2004
210000.0,3.0,2.5,1040,2.0,320,2004
522000.0,4.0,2.25,1800,1.0,440,1980
770000.0,3.0,1.75,1720,1.0,0,1954
499950.0,3.0,1.0,980,1.0,220,1941
751000.0,4.0,2.5,3110,2.0,0,2004
330000.0,5.0,3.0,2100,1.0,850,2013
465000.0,3.0,1.5,2020,1.0,830,1956
850000.0,4.0,1.75,2350,1.0,0,1961
947500.0,4.0,2.25,3290,1.5,0,1968
302000.0,5.0,2.25,2180,2.0,0,1986
500000.0,2.0,2.25,1290,3.0,0,2007
201000.0,3.0,1.0,1460,1.0,0,1969
265000.0,2.0,1.0,1290,2.0,0,2008
870300.0,4.0,2.5,2350,1.5,660,1910
339000.0,3.0,1.0,1080,1.0,0,1955
690000.0,4.0,2.5,2670,2.0,0,1989
788000.0,4.0,3.25,3680,2.0,840,2003
315275.0,3.0,1.75,1440,1.0,480,1951
505000.0,4.0,1.75,1940,1.0,910,1922
368000.0,3.0,1.0,1280,1.0,0,1968
947500.0,3.0,2.75,2980,1.5,800,1917
156000.0,3.0,1.0,970,1.0,0,1959
610000.0,4.0,3.0,2110,1.5,470,1930
420000.0,2.0,2.5,1480,3.0,0,2009
192000.0,2.0,1.0,700,1.0,0,1953
910000.0,3.0,2.0,2700,1.0,1350,1962
1300000.0,4.0,3.25,2330,2.0,0,1918
1346400.0,5.0,1.75,3380,1.0,1690,1963
840000.0,4.0,2.75,2600,1.5,980,1936
300000.0,2.0,1.75,1360,1.0,500,1975
505000.0,4.0,2.5,2780,1.0,1190,1978
110000.0,3.0,1.0,1250,1.0,0,1945
746000.0,3.0,2.5,2620,2.0,0,1992
211000.0,3.0,1.5,1350,1.0,0,1941
675000.0,4.0,3.0,2400,1.0,1200,1964
734200.0,4.0,2.5,2760,1.5,1080,1928
1225000.0,4.0,2.25,3070,1.0,1200,1976
615000.0,2.0,1.75,2040,1.5,0,1919
630000.0,4.0,2.0,1770,2.0,0,1911
1264000.0,4.0,3.75,3490,2.0,0,2012
301500.0,2.0,1.5,830,2.0,0,2005
369000.0,2.0,2.5,980,2.0,310,2009
635000.0,3.0,2.5,1570,3.0,0,2010
1033888.0,4.0,3.25,3270,2.0,160,2014
383000.0,4.0,2.5,2160,2.0,0,2010
1050000.0,4.0,3.75,3280,2.0,960,2008
455000.0,4.0,2.5,3360,2.0,0,2001
819900.0,5.0,2.75,3150,2.0,0,2013
625000.0,3.0,3.5,1810,2.0,370,2009
651000.0,4.0,2.5,2740,2.0,0,1993
480000.0,5.0,4.75,3830,1.0,1700,1976
757000.0,3.0,3.25,3190,2.0,0,2007
460000.0,3.0,2.25,2350,1.0,960,1977
267345.0,4.0,2.25,2510,1.0,900,1972
530000.0,2.0,2.0,1680,1.0,0,2006
449500.0,3.0,2.0,1770,1.0,810,1954
